salesgroth,gics,application,marketcap,cogsgroth,hd,sgagroth,grossincomegroth,finiancial,category,profitability,subcategory,technology,risk,ports,interest,pretax,netincome,EPS,EPSd,EBITDA,frequency
-5.97,global,VERIZON COMMUNIC,1.90E+11,-31.28,0,21.42,3.27,strength-medium,High,metric-c,voip-video,Medium,4,tcp/5100,0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.547968021
3.27,global,CENTURYLINK INC,14115445760,3.4,80,0.18,2.78,strength-medium,Medium,metric-c,auth-service,Medium,5,"tcp/389, 3268, 3269, 636, udp/389, 3268",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.515101044
-12.58,global,LEVEL 3 COMM INC,22416857088,26.38,16,41.32,-28.69,strength-high,Low,metric-c,auth-service,High,3,tcp/49,-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
21.75,global,EDISON INTL,26775164928,25.62,0,21.42,17.53,strength-low,Medium,metric-c,auth-service,Low,2,tcp/49,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.668998445
56.03,global,XCEL ENERGY INC,24265988096,-56.03,0,28.59,84.98,strength-low,Medium,metric-c,auth-service,Low,3,tcp/2009,99.08,99.08,99.5,99.5,91.09,-37.68,0.58805241
5.94,global,EVERSOURCE ENERG,20039858176,6.48,13866,7.89,2.6,strength-medium,Medium,metric-c,database,Medium,2,tcp/3306,-1.11,0.81,1.14,4.07,4.1,-37.68,0.587497224
-16.69,global,NEXTERA ENERGY,66872356864,-28.12,1153,0.41,86.3,strength-medium,Medium,metric-c,database,Medium,1,tcp/5432,57.14,59.27,41.99,48.41,48.41,-37.68,0.625138796
-5.97,global,ALLIANT ENERGY,9740344320,-31.28,2184,21.42,3.27,strength-medium,High,metric-c,database,Medium,4,"tcp/50000, 60000",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.599489229
3.27,global,SOUTHERN CO,51283959808,3.4,0,0.18,2.78,strength-medium,Low,metric-c,general-business,Medium,1,tcp/20016,-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.552076394
-12.58,global,AMERICAN ELECTRI,35609788416,26.38,0,41.32,-28.69,strength-medium,Medium,metric-c,general-business,Medium,4,tcp/1829,-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.571952032
21.75,global,FIRSTENERGY CORP,13281138688,25.62,0,21.42,17.53,strength-medium,Medium,metric-c,general-business,Medium,5,"tcp/9703, tcp/9704",104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.398401066
56.03,global,ENTERGY CORP,14359066624,-56.03,0,28.59,84.98,strength-medium,High,metric-c,general-business,Medium,5,tcp/2638,99.08,99.08,99.5,99.5,91.09,-37.68,0.528314457
5.94,global,DUKE ENERGY CORP,60987826176,6.48,7112,7.89,2.6,strength-medium,Medium,metric-c,infrastructure,Medium,3,"tcp/161, udp/161",-1.11,0.81,1.14,4.07,4.1,-37.68,0.465800577
-16.69,global,PPL CORP,26884446208,-28.12,2922,0.41,86.3,strength-medium,High,metric-c,infrastructure,Medium,2,tcp/139,57.14,59.27,41.99,48.41,48.41,-37.68,0.529980013
-5.97,global,PINNACLE WEST,9919952896,-31.28,384,21.42,3.27,strength-high,Medium,metric-c,infrastructure,High,3,"tcp/67, tcp/68, udp/67, udp/68",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.568176771
3.27,global,EXELON CORP,34327298048,3.4,2097,0.18,2.78,strength-high,Low,metric-c,infrastructure,High,5,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.529202754
-12.58,global,PG&E CORP,35340824576,26.38,9,41.32,-28.69,strength-high,Medium,metric-c,infrastructure,High,4,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.542860315
21.75,global,ROCKWELL AUTOMAT,21140600832,25.62,177,21.42,17.53,strength-low,Medium,metric-c,infrastructure,Low,3,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.631801022
56.03,global,EATON CORP PLC,34352642048,-56.03,1984,28.59,84.98,strength-medium,Medium,metric-e,infrastructure,Medium,4,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,-37.68,0.739173884
5.94,global,EMERSON ELEC CO,39107055616,6.48,2,7.89,2.6,strength-medium,High,metric-e,infrastructure,Medium,2,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,-37.68,0.683433267
-16.69,global,AMETEK INC,14342643712,-28.12,71,0.41,86.3,strength-medium,Medium,metric-e,infrastructure,Medium,1,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,-37.68,0.675660671
-5.97,global,ACUITY BRANDS,7781882880,-31.28,1,21.42,3.27,strength-high,Low,metric-e,infrastructure,High,5,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.515101044
3.27,global,AMPHENOL CORP-A,23113705472,3.4,19,0.18,2.78,strength-low,Low,metric-e,infrastructure,Low,3,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.730290917
-12.58,global,CORNING INC,27064012800,26.38,72,41.32,-28.69,strength-medium,Medium,metric-e,infrastructure,Medium,1,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.646791028
21.75,global,FLIR SYSTEMS,4835990016,25.62,1310,21.42,17.53,strength-medium,Medium,metric-e,infrastructure,Medium,4,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.664112814
56.03,global,TE CONNECTIVITY,27944198144,-56.03,682,28.59,84.98,strength-high,High,metric-e,infrastructure,High,5,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,-37.68,0.669553631
5.94,global,SCHLUMBERGER LTD,95290318848,6.48,1383,7.89,2.6,strength-low,Low,metric-e,infrastructure,Low,3,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,-37.68,0.674328226
-16.69,global,BAKER HUGHES INC,24375934976,-28.12,0,0.41,86.3,strength-medium,Medium,metric-e,infrastructure,Medium,2,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,-37.68,0.562402843
-5.97,global,HELMERICH & PAYN,5971183616,-31.28,33,21.42,3.27,strength-medium,Medium,metric-e,infrastructure,Medium,1,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.598934044
3.27,global,HALLIBURTON CO,38420537344,3.4,83,0.18,2.78,strength-medium,Medium,metric-e,instant-messaging,Medium,4,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.619253831
-12.58,global,TRANSOCEAN LTD,3370811392,26.38,62,41.32,-28.69,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
21.75,global,TECHNIPFMC PLC,12873273344,25.62,39,21.42,17.53,strength-high,High,metric-e,instant-messaging,High,5,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.515101044
56.03,global,NATL OILWELL VAR,12792200192,-56.03,4,28.59,84.98,strength-high,High,metric-e,instant-messaging,High,5,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,-37.68,0
5.94,global,HOST HOTELS & RE,13862828032,6.48,4,7.89,2.6,strength-low,Medium,metric-e,instant-messaging,Low,3,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,-37.68,0.729735732
-16.69,global,WEYERHAEUSER CO,25310052352,-28.12,1,0.41,86.3,strength-low,Medium,metric-e,instant-messaging,Low,4,tcp/1863,57.14,59.27,41.99,48.41,48.41,-37.68,0.659005108
-5.97,global,SIMON PROPERTY,50033524736,-31.28,83,21.42,3.27,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5004, tcp/80",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.638130135
3.27,global,IRON MOUNTAIN,9035425792,3.4,7,0.18,2.78,strength-low,Medium,metric-e,instant-messaging,Low,4,"tcp/5222, 80",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.823673107
-12.58,global,AMERICAN TOWER C,56079998976,26.38,1,41.32,-28.69,strength-low,Low,metric-e,instant-messaging,Low,1,"tcp/5222, 80",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.780923829
21.75,global,GGP INC,21315041280,25.62,4,21.42,17.53,strength-low,High,metric-e,instant-messaging,Low,2,,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.706195869
56.03,global,CROWN CASTLE INT,37042880512,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,5,,99.08,99.08,99.5,99.5,91.09,-37.68,0.515101044
5.94,global,EXTRA SPACE STOR,9888209920,6.48,0,7.89,2.6,strength-medium,Low,metric-c,voip-video,Medium,3,"tcp/3784, udp/43784",-1.11,0.81,1.14,4.07,4.1,-37.68,0.791694426
-16.69,global,EQUITY RESIDENTI,25175816192,-28.12,0,0.41,86.3,strength-medium,Medium,metric-c,voip-video,Medium,1,tcp/5001,57.14,59.27,41.99,48.41,48.41,-37.68,0.925605152
-5.97,global,APARTMENT INVEST,6989060096,-31.28,0,21.42,3.27,strength-medium,High,metric-c,voip-video,Medium,2,tcp/5100,0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.640128803
3.27,global,UDR INC,10746473472,3.4,80,0.18,2.78,strength-medium,Medium,metric-c,auth-service,Medium,3,"tcp/389, 3268, 3269, 636, udp/389, 3268",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.6074839
-12.58,global,SL GREEN REALTY,10918923264,26.38,16,41.32,-28.69,strength-medium,Medium,metric-c,auth-service,Medium,2,tcp/49,-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.755496336
21.75,global,KIMCO REALTY,7870362112,25.62,0,21.42,17.53,strength-medium,Medium,metric-c,auth-service,Medium,2,tcp/49,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.586831002
56.03,global,PUBLIC STORAGE,37143912448,-56.03,0,28.59,84.98,strength-medium,Medium,metric-c,auth-service,Medium,1,tcp/2009,99.08,99.08,99.5,99.5,91.09,-37.68,0.656673329
5.94,global,PROLOGIS INC,30783309824,6.48,13866,7.89,2.6,strength-medium,Low,metric-c,database,Medium,1,tcp/3306,-1.11,0.81,1.14,4.07,4.1,-37.68,0.662225183
-16.69,global,AVALONBAY COMMUN,27019849728,-28.12,1153,0.41,86.3,strength-medium,Medium,metric-c,database,Medium,3,tcp/5432,57.14,59.27,41.99,48.41,48.41,-37.68,0.601265823
-5.97,global,HCP INC,15233276928,-31.28,2184,21.42,3.27,strength-medium,High,metric-c,database,Medium,1,"tcp/50000, 60000",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.473462136
3.27,global,WELLTOWER INC,27682195456,3.4,0,0.18,2.78,strength-medium,Medium,metric-c,general-business,Medium,3,tcp/20016,-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.556628914
-12.58,global,REALTY INCOME,15474268160,26.38,0,41.32,-28.69,strength-medium,Medium,metric-c,general-business,Medium,2,tcp/1829,-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.555518543
21.75,global,MACERICH CO,8190595584,25.62,0,21.42,17.53,strength-medium,Medium,metric-c,general-business,Medium,3,"tcp/9703, tcp/9704",104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.570841661
56.03,global,ESSEX PROPERTY,17468985344,-56.03,0,28.59,84.98,strength-medium,Low,metric-c,general-business,Medium,2,tcp/2638,99.08,99.08,99.5,99.5,91.09,-37.68,0.632800355
5.94,global,ALEXANDRIA REAL,10735731712,6.48,7112,7.89,2.6,strength-medium,Medium,metric-c,infrastructure,Medium,5,"tcp/161, udp/161",-1.11,0.81,1.14,4.07,4.1,-37.68,0.585609594
-16.69,global,VENTAS INC,24670830592,-28.12,2922,0.41,86.3,strength-medium,Medium,metric-c,infrastructure,Medium,5,tcp/139,57.14,59.27,41.99,48.41,48.41,-37.68,0.543526538
-5.97,global,FED REALTY INVS,9056572416,-31.28,384,21.42,3.27,strength-medium,Medium,metric-c,infrastructure,Medium,4,"tcp/67, tcp/68, udp/67, udp/68",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.605152121
3.27,global,MID-AMERICA APAR,12497851392,3.4,2097,0.18,2.78,strength-high,Low,metric-c,infrastructure,High,5,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.579946702
-12.58,global,DIGITAL REALTY,18925326336,26.38,9,41.32,-28.69,strength-high,Medium,metric-c,infrastructure,High,5,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.559960027
21.75,global,EQUINIX INC,33290190848,25.62,177,21.42,17.53,strength-high,Low,metric-c,infrastructure,High,4,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.515101044
56.03,global,REGENCY CENTERS,10461455360,-56.03,1984,28.59,84.98,strength-high,High,metric-e,infrastructure,High,4,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,-37.68,0.54841217
5.94,global,VORNADO RLTY TST,17775564800,6.48,2,7.89,2.6,strength-high,High,metric-e,infrastructure,High,4,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,-37.68,0.473017988
-16.69,global,BOSTON PROPERTIE,19404486656,-28.12,71,0.41,86.3,strength-high,Medium,metric-e,infrastructure,High,5,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,-37.68,0.219187209
-5.97,global,CVS HEALTH CORP,78508376064,-31.28,1,21.42,3.27,strength-low,Low,metric-e,infrastructure,Low,1,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.772040862
3.27,global,COSTCO WHOLESALE,73293332480,3.4,19,0.18,2.78,strength-medium,Medium,metric-e,infrastructure,Medium,4,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,1.521097046
-12.58,global,KROGER CO,20642877440,26.38,72,41.32,-28.69,strength-medium,High,metric-e,infrastructure,Medium,5,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.672995781
21.75,global,WAL-MART STORES,2.27E+11,25.62,1310,21.42,17.53,strength-medium,High,metric-e,infrastructure,Medium,3,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.538085721
56.03,global,WHOLE FOODS MKT,13639018496,-56.03,682,28.59,84.98,strength-medium,Medium,metric-e,infrastructure,Medium,3,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,-37.68,0.601043749
5.94,global,SYSCO CORP,29104044032,6.48,1383,7.89,2.6,strength-high,Medium,metric-e,infrastructure,High,5,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,-37.68,0.558627582
-16.69,global,WALGREENS BOOTS,84789788672,-28.12,0,0.41,86.3,strength-high,Medium,metric-e,infrastructure,High,2,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,-37.68,0.590273151
-5.97,global,GENERAL MILLS IN,32897331200,-31.28,33,21.42,3.27,strength-low,Medium,metric-e,infrastructure,Low,1,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.613924051
3.27,global,ARCHER-DANIELS,24189280256,3.4,83,0.18,2.78,strength-low,High,metric-e,instant-messaging,Low,5,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.677326227
-12.58,global,TYSON FOODS-A,24034234368,26.38,62,41.32,-28.69,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,1.055518543
21.75,global,JM SMUCKER CO,14522540032,25.62,39,21.42,17.53,strength-medium,Low,metric-e,instant-messaging,Medium,3,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.614368199
56.03,global,MONDELEZ INTER-A,68565798912,-56.03,4,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,3,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,-37.68,0.630468577
5.94,global,HERSHEY CO/THE,23795937280,6.48,4,7.89,2.6,strength-medium,Medium,metric-e,instant-messaging,Medium,4,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,-37.68,0.70275372
-16.69,global,CONAGRA BRANDS I,16173315072,-28.12,1,0.41,86.3,strength-medium,Medium,metric-e,instant-messaging,Medium,3,tcp/1863,57.14,59.27,41.99,48.41,48.41,-37.68,0.496335776
-5.97,global,HORMEL FOODS CRP,17944285184,-31.28,83,21.42,3.27,strength-medium,Low,metric-e,instant-messaging,Medium,1,"tcp/5004, tcp/80",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.729957806
3.27,global,CAMPBELL SOUP CO,16683751424,3.4,7,0.18,2.78,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 80",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.554630247
-12.58,global,KELLOGG CO,25177958400,26.38,1,41.32,-28.69,strength-high,Medium,metric-e,instant-messaging,High,4,"tcp/5222, 80",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.56173662
21.75,global,MCCORMICK-N/V,12689939456,25.62,4,21.42,17.53,strength-high,Medium,,,High,2,,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.60592938
56.03,global,KRAFT HEINZ CO/T,1.09E+11,-56.03,6,28.59,84.98,strength-high,High,,,High,5,,99.08,99.08,99.5,99.5,91.09,-37.68,0.515101044
5.94,global,MEDTRONIC PLC,1.21E+11,6.48,0,7.89,2.6,strength-low,Low,metric-c,voip-video,Low,1,"tcp/3784, udp/43784",-1.11,0.81,1.14,4.07,4.1,-37.68,0.685098823
-16.69,global,STRYKER CORP,53164339200,-28.12,0,0.41,86.3,strength-low,Medium,metric-c,voip-video,Low,2,tcp/5001,57.14,59.27,41.99,48.41,48.41,-37.68,0.638685321
-5.97,global,EDWARDS LIFE,24125222912,-31.28,0,21.42,3.27,strength-low,Low,metric-c,voip-video,Low,1,tcp/5100,0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.515101044
3.27,global,CR BARD INC,22707130368,3.4,80,0.18,2.78,strength-medium,Medium,metric-c,auth-service,Medium,2,"tcp/389, 3268, 3269, 636, udp/389, 3268",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.58461026
-12.58,global,BECTON DICKINSON,43490263040,26.38,16,41.32,-28.69,strength-medium,Low,metric-c,auth-service,Medium,4,tcp/49,-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.627692649
21.75,global,ABBOTT LABS,83657465856,25.62,0,21.42,17.53,strength-medium,Medium,metric-c,auth-service,Medium,3,tcp/49,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.714079503
56.03,global,DENTSPLY SIRONA,14601945088,-56.03,0,28.59,84.98,strength-medium,Medium,metric-c,auth-service,Medium,2,tcp/2009,99.08,99.08,99.5,99.5,91.09,-37.68,0.604263824
5.94,global,VARIAN MEDICAL S,9464250368,6.48,13866,7.89,2.6,strength-medium,High,metric-c,database,Medium,4,tcp/3306,-1.11,0.81,1.14,4.07,4.1,-37.68,0.515101044
-16.69,global,DANAHER CORP,58639282176,-28.12,1153,0.41,86.3,strength-medium,High,metric-c,database,Medium,5,tcp/5432,57.14,59.27,41.99,48.41,48.41,-37.68,1.02898068
-5.97,global,BAXTER INTL INC,31494752256,-31.28,2184,21.42,3.27,strength-medium,High,metric-c,database,Medium,3,"tcp/50000, 60000",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.118476571
3.27,global,INTUITIVE SURGIC,33703403520,3.4,0,0.18,2.78,strength-medium,Medium,metric-c,general-business,Medium,1,tcp/20016,-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.515101044
-12.58,global,COOPER COS INC,11674327040,26.38,0,41.32,-28.69,strength-medium,Medium,metric-c,general-business,Medium,3,tcp/1829,-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
21.75,global,ZIMMER BIOMET HO,25391015936,25.62,0,21.42,17.53,strength-high,Medium,metric-c,general-business,High,5,"tcp/9703, tcp/9704",104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.574950033
56.03,global,IDEXX LABS,14162319360,-56.03,0,28.59,84.98,strength-high,Medium,metric-c,general-business,High,5,tcp/2638,99.08,99.08,99.5,99.5,91.09,-37.68,0.515101044
5.94,global,HOLOGIC INC,12410082304,6.48,7112,7.89,2.6,strength-high,Medium,metric-c,infrastructure,High,4,"tcp/161, udp/161",-1.11,0.81,1.14,4.07,4.1,-37.68,0.515101044
-16.69,global,BOSTON SCIENTIFC,38000898048,-28.12,2922,0.41,86.3,strength-high,High,metric-c,infrastructure,High,5,tcp/139,57.14,59.27,41.99,48.41,48.41,-37.68,0.515101044
-5.97,global,AMERISOURCEBERGE,20204490752,-31.28,384,21.42,3.27,strength-low,Low,metric-c,infrastructure,Low,3,"tcp/67, tcp/68, udp/67, udp/68",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.698978459
3.27,global,QUEST DIAGNOSTIC,14732004352,3.4,2097,0.18,2.78,strength-low,High,metric-c,infrastructure,Low,1,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.629247169
-12.58,global,CARDINAL HEALTH,23688032256,26.38,9,41.32,-28.69,strength-low,Medium,metric-c,infrastructure,Low,5,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.67110815
21.75,global,UNITEDHEALTH GRP,1.75E+11,25.62,177,21.42,17.53,strength-medium,Medium,metric-c,infrastructure,Medium,2,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.855540751
56.03,global,EXPRESS SCRIPTS,37398134784,-56.03,1984,28.59,84.98,strength-medium,Medium,metric-e,infrastructure,Medium,4,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,-37.68,0.515101044
5.94,global,HCA HEALTHCARE I,30603511808,6.48,2,7.89,2.6,strength-medium,Medium,metric-e,infrastructure,Medium,2,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,-37.68,0.515101044
-16.69,global,ANTHEM INC,50336780288,-28.12,71,0.41,86.3,strength-medium,Medium,metric-e,infrastructure,Medium,2,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,-37.68,0.720297579
-5.97,global,DAVITA INC,12876682240,-31.28,1,21.42,3.27,strength-medium,Medium,metric-e,infrastructure,Medium,1,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.515101044
3.27,global,HENRY SCHEIN INC,14495872000,3.4,19,0.18,2.78,strength-medium,High,metric-e,infrastructure,Medium,5,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.515101044
-12.58,global,HUMANA INC,33836079104,26.38,72,41.32,-28.69,strength-medium,Medium,metric-e,infrastructure,Medium,3,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.576726627
21.75,global,UNIVERSAL HLTH-B,11158901760,25.62,1310,21.42,17.53,strength-medium,Medium,metric-e,infrastructure,Medium,2,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.803464357
56.03,global,MCKESSON CORP,33797058560,-56.03,682,28.59,84.98,strength-medium,Low,metric-e,infrastructure,Medium,5,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,-37.68,0.590273151
5.94,global,PATTERSON COS,4553641984,6.48,1383,7.89,2.6,strength-medium,High,metric-e,infrastructure,Medium,5,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,-37.68,0.658338885
-16.69,global,AETNA INC,49950703616,-28.12,0,0.41,86.3,strength-medium,High,metric-e,infrastructure,Medium,3,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,-37.68,0.667221852
-5.97,global,CIGNA CORP,43286953984,-31.28,33,21.42,3.27,strength-high,Medium,metric-e,infrastructure,High,1,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.803464357
3.27,global,CENTENE CORP,13546195968,3.4,83,0.18,2.78,strength-high,Low,metric-e,instant-messaging,High,4,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.515101044
-12.58,global,ENVISION HEALTHC,6890847232,26.38,62,41.32,-28.69,strength-high,Medium,metric-e,instant-messaging,High,4,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
21.75,global,LABORATORY CP,14400771072,25.62,39,21.42,17.53,strength-high,Medium,metric-e,instant-messaging,High,4,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,-37.68,0.515101044
56.03,global,CERNER CORP,21821548544,-56.03,4,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,-37.68,0.515101044
5.94,global,MCDONALDS CORP,1.24E+11,6.48,4,7.89,2.6,strength-low,Medium,metric-e,instant-messaging,Low,1,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,-37.68,0.570730624
-16.69,global,YUM! BRANDS INC,25344212992,-28.12,1,0.41,86.3,strength-low,High,metric-e,instant-messaging,Low,3,tcp/1863,57.14,59.27,41.99,48.41,48.41,-37.68,0.583166778
-5.97,global,STARBUCKS CORP,87088734208,-31.28,83,21.42,3.27,strength-medium,Low,metric-e,instant-messaging,Medium,1,"tcp/5004, tcp/80",0.41,-30.75,-31.63,-18.72,-18.97,-37.68,0.783477682
3.27,global,WYNDHAM WORLDWID,10575218688,3.4,7,0.18,2.78,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 80",-1.72,-13.39,-13.54,-14.09,-14.19,-37.68,0.73095714
