salesgroth,region,application,bandwidth,cogsgroth,hd,sgagroth,grossincomegroth,category,profitability,subcategory,technology,risk,ports,interest,pretax,netincome,EPS,EPSd,EBITDA
3.27,global,MetLife Inc.,6.29E+12,3.4,2097,0.18,2.78,ratio-a,metric-c,infrastructure,measure-1,3,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,PayPal,27505625076,26.38,9,41.32,-28.69,ratio-a,metric-c,infrastructure,measure-3,1,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Humana Inc.,5.32E+11,25.62,177,21.42,17.53,ratio-a,metric-c,infrastructure,measure-2,3,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Realty Income Corporation,5.95E+12,-56.03,1984,28.59,84.98,ratio-a,metric-e,infrastructure,measure-1,3,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,
5.94,global,Alliance Data Systems,7033757094,6.48,2,7.89,2.6,ratio-a,metric-e,infrastructure,measure-4,2,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,American Water Works Company Inc,2.14E+11,-28.12,71,0.41,86.3,ratio-b,metric-e,infrastructure,measure-1,1,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,
-5.97,global,Harris Corporation,1729631093,-31.28,1,21.42,3.27,ratio-a,metric-e,infrastructure,measure-2,2,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Praxair Inc.,56647098514,3.4,19,0.18,2.78,ratio-a,metric-e,infrastructure,measure-4,1,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Activision Blizzard,2.17E+11,26.38,72,41.32,-28.69,ratio-a,metric-e,infrastructure,measure-1,2,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Cardinal Health Inc.,3.93E+12,25.62,1310,21.42,17.53,ratio-c,metric-e,infrastructure,measure-4,2,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Parker-Hannifin,2.04E+12,-56.03,682,28.59,84.98,ratio-a,metric-e,infrastructure,measure-1,5,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,
5.94,global,Citigroup Inc.,4.15E+12,6.48,1383,7.89,2.6,ratio-a,metric-e,infrastructure,measure-5,1,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,HP Inc.,123445633,-28.12,0,0.41,86.3,ratio-a,metric-e,infrastructure,measure-1,5,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,
-5.97,global,Marathon Petroleum,1.00E+11,-31.28,33,21.42,3.27,ratio-a,metric-e,infrastructure,measure-2,3,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Ingersoll-Rand PLC,2.50E+11,3.4,83,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-1,5,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Monster Beverage,1.85E+11,26.38,62,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-1,1,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,PPG Industries,1.16E+11,25.62,39,21.42,17.53,ratio-d,metric-e,instant-messaging,measure-1,5,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Illumina Inc,10540430077,-56.03,4,28.59,84.98,ratio-d,metric-e,instant-messaging,measure-1,1,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,
5.94,global,Du Pont (E.I.),12693889400,6.48,4,7.89,2.6,ratio-d,metric-e,instant-messaging,measure-1,4,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Colgate-Palmolive,3380718569,-28.12,1,0.41,86.3,ratio-d,metric-e,instant-messaging,measure-3,3,tcp/1863,57.14,59.27,41.99,48.41,48.41,
-5.97,global,BlackRock,2.50E+11,-31.28,83,21.42,3.27,ratio-d,metric-e,instant-messaging,measure-1,4,"tcp/5004, tcp/80",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Occidental Petroleum,22045972991,3.4,7,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-1,5,"tcp/5222, 80",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Deere & Co.,2531988719,26.38,1,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-1,2,"tcp/5222, 80",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Fidelity National Information Services,4.15E+12,25.62,4,21.42,17.53,ratio-b,,,measure-2,5,,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Equinix,123445633,-56.03,6,28.59,84.98,ratio-b,,,measure-3,5,,99.08,99.08,99.5,99.5,91.09,
5.94,japan,J. B. Hunt Transport Services,6412,6.48,0,7.89,2.6,ratio-d,metric-c,voip-video,measure-3,1,"tcp/3784, udp/43784",-1.11,0.81,1.14,4.07,4.1,
-16.69,japan,Southwestern Energy,547905242,-28.12,0,0.41,86.3,ratio-d,metric-c,voip-video,measure-3,4,tcp/5001,57.14,59.27,41.99,48.41,48.41,
-5.97,japan,Navient,544993033,-31.28,0,21.42,3.27,ratio-d,metric-c,voip-video,measure-3,2,tcp/5100,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Ryder System,5.15E+13,3.4,80,0.18,2.78,ratio-e,metric-c,auth-service,measure-5,2,"tcp/389, 3268, 3269, 636, udp/389, 3268",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Macerich,48098363514,26.38,16,41.32,-28.69,ratio-e,metric-c,auth-service,measure-2,1,tcp/49,-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Under Armour,28668,25.62,0,21.42,17.53,ratio-e,metric-c,auth-service,measure-1,1,tcp/49,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,AES Corp,80880,-56.03,0,28.59,84.98,ratio-e,metric-c,auth-service,measure-1,1,tcp/2009,99.08,99.08,99.5,99.5,91.09,
5.94,global,Helmerich & Payne,4.16E+13,6.48,13866,7.89,2.6,ratio-e,metric-c,database,measure-1,4,tcp/3306,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,News Corp. Class A,3.46E+12,-28.12,1153,0.41,86.3,ratio-e,metric-c,database,measure-1,2,tcp/5432,57.14,59.27,41.99,48.41,48.41,
-5.97,global,CF Industries Holdings Inc,6.55E+12,-31.28,2184,21.42,3.27,ratio-b,metric-c,database,measure-1,1,"tcp/50000, 60000",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Range Resources Corp.,123098,3.4,0,0.18,2.78,ratio-e,metric-c,general-business,measure-1,1,tcp/20016,-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Michael Kors Holdings,227456947,26.38,0,41.32,-28.69,ratio-e,metric-c,general-business,measure-1,1,tcp/1829,-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Signet Jewelers,36692,25.62,0,21.42,17.53,ratio-e,metric-c,general-business,measure-1,1,"tcp/9703, tcp/9704",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Under Armour,148707930,-56.03,0,28.59,84.98,ratio-e,metric-c,general-business,measure-3,1,tcp/2638,99.08,99.08,99.5,99.5,91.09,
5.94,global,First Solar Inc,2.13E+13,6.48,7112,7.89,2.6,ratio-a,metric-c,infrastructure,measure-1,2,"tcp/161, udp/161",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Iron Mountain Incorporated,8.77E+12,-28.12,2922,0.41,86.3,ratio-a,metric-c,infrastructure,measure-4,4,tcp/139,57.14,59.27,41.99,48.41,48.41,
-5.97,global,Lennar Corp.,1.15E+12,-31.28,384,21.42,3.27,ratio-a,metric-c,infrastructure,measure-4,2,"tcp/67, tcp/68, udp/67, udp/68",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Hologic,6.29E+12,3.4,2097,0.18,2.78,ratio-c,metric-c,infrastructure,measure-5,2,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Wyndham Worldwide,27505625076,26.38,9,41.32,-28.69,ratio-a,metric-c,infrastructure,measure-3,1,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Qorvo,5.32E+11,25.62,177,21.42,17.53,ratio-a,metric-c,infrastructure,measure-2,3,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Varian Medical Systems,5.95E+12,-56.03,1984,28.59,84.98,ratio-a,metric-e,infrastructure,measure-1,2,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,
5.94,global,FMC Technologies Inc.,7033757094,6.48,2,7.89,2.6,ratio-a,metric-e,infrastructure,measure-4,2,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,C. H. Robinson Worldwide,2.14E+11,-28.12,71,0.41,86.3,ratio-a,metric-e,infrastructure,measure-1,1,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,
-5.97,global,Juniper Networks,1729631093,-31.28,1,21.42,3.27,ratio-a,metric-e,infrastructure,measure-1,2,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Federal Realty Investment Trust,56647098514,3.4,19,0.18,2.78,ratio-b,metric-e,infrastructure,measure-4,1,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,LKQ Corporation,2.17E+11,26.38,72,41.32,-28.69,ratio-a,metric-e,infrastructure,measure-1,2,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Torchmark Corp.,3.93E+12,25.62,1310,21.42,17.53,ratio-a,metric-e,infrastructure,measure-4,4,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Global Payments Inc,2.04E+12,-56.03,682,28.59,84.98,ratio-c,metric-e,infrastructure,measure-1,3,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,
5.94,global,Advance Auto Parts,4.15E+12,6.48,1383,7.89,2.6,ratio-a,metric-e,infrastructure,measure-3,1,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Pentair Ltd.,123445633,-28.12,0,0.41,86.3,ratio-a,metric-e,infrastructure,measure-1,5,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,
-5.97,global,EQT Corporation,1.00E+11,-31.28,33,21.42,3.27,ratio-a,metric-e,infrastructure,measure-2,1,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Wynn Resorts Ltd,2.50E+11,3.4,83,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-1,5,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Pinnacle West Capital,1.85E+11,26.38,62,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-2,1,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Alliant Energy Corp,1.16E+11,25.62,39,21.42,17.53,ratio-d,metric-e,instant-messaging,measure-1,5,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Avery Dennison Corp,10540430077,-56.03,4,28.59,84.98,ratio-b,metric-e,instant-messaging,measure-2,1,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,
5.94,global,Tractor Supply Company,12693889400,6.48,4,7.89,2.6,ratio-b,metric-e,instant-messaging,measure-1,4,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Darden Restaurants,3380718569,-28.12,1,0.41,86.3,ratio-d,metric-e,instant-messaging,measure-3,3,tcp/1863,57.14,59.27,41.99,48.41,48.41,
-5.97,global,Allegion,2.50E+11,-31.28,83,21.42,3.27,ratio-d,metric-e,instant-messaging,measure-1,4,"tcp/5004, tcp/80",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Stericycle Inc,22045972991,3.4,7,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-1,2,"tcp/5222, 80",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Quanta Services Inc.,2531988719,26.38,1,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-1,2,"tcp/5222, 80",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Assurant Inc,4.15E+12,25.62,4,21.42,17.53,ratio-c,,,measure-2,5,,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,FMC Corporation,123445633,-56.03,6,28.59,84.98,ratio-c,,,measure-5,5,,99.08,99.08,99.5,99.5,91.09,
5.94,japan,Marathon Oil Corp.,6412,6.48,0,7.89,2.6,ratio-d,metric-c,voip-video,measure-3,1,"tcp/3784, udp/43784",-1.11,0.81,1.14,4.07,4.1,
-16.69,japan,Rockwell Collins,547905242,-28.12,0,0.41,86.3,ratio-d,metric-c,voip-video,measure-3,4,tcp/5001,57.14,59.27,41.99,48.41,48.41,
-5.97,japan,McCormick & Co.,544993033,-31.28,0,21.42,3.27,ratio-d,metric-c,voip-video,measure-3,2,tcp/5100,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Dover Corp.,5.15E+13,3.4,80,0.18,2.78,ratio-e,metric-c,auth-service,measure-2,4,"tcp/389, 3268, 3269, 636, udp/389, 3268",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,CenturyLink Inc,48098363514,26.38,16,41.32,-28.69,ratio-e,metric-c,auth-service,measure-1,1,tcp/49,-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Centene Corporation,28668,25.62,0,21.42,17.53,ratio-e,metric-c,auth-service,measure-3,1,tcp/49,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,CenterPoint Energy,80880,-56.03,0,28.59,84.98,ratio-e,metric-c,auth-service,measure-2,1,tcp/2009,99.08,99.08,99.5,99.5,91.09,
5.94,global,"Universal Health Services, Inc.",4.16E+13,6.48,13866,7.89,2.6,ratio-e,metric-c,database,measure-1,2,tcp/3306,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Cimarex Energy,3.46E+12,-28.12,1153,0.41,86.3,ratio-b,metric-c,database,measure-1,2,tcp/5432,57.14,59.27,41.99,48.41,48.41,
-5.97,global,NRG Energy,6.55E+12,-31.28,2184,21.42,3.27,ratio-e,metric-c,database,measure-2,1,"tcp/50000, 60000",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Autodesk Inc,123098,3.4,0,0.18,2.78,ratio-e,metric-c,general-business,measure-1,1,tcp/20016,-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,L-3 Communications Holdings,227456947,26.38,0,41.32,-28.69,ratio-e,metric-c,general-business,measure-1,1,tcp/1829,-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Whirlpool Corp.,36692,25.62,0,21.42,17.53,ratio-e,metric-c,general-business,measure-1,1,"tcp/9703, tcp/9704",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Eversource Energy,148707930,-56.03,0,28.59,84.98,ratio-e,metric-c,general-business,measure-1,1,tcp/2638,99.08,99.08,99.5,99.5,91.09,
5.94,global,Campbell Soup,2.13E+13,6.48,7112,7.89,2.6,ratio-a,metric-c,infrastructure,measure-1,2,"tcp/161, udp/161",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Dentsply Sirona,8.77E+12,-28.12,2922,0.41,86.3,ratio-a,metric-c,infrastructure,measure-4,2,tcp/139,57.14,59.27,41.99,48.41,48.41,
-5.97,global,DaVita Inc.,1.15E+12,-31.28,384,21.42,3.27,ratio-b,metric-c,infrastructure,measure-4,2,"tcp/67, tcp/68, udp/67, udp/68",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Akamai Technologies Inc,6.29E+12,3.4,2097,0.18,2.78,ratio-a,metric-c,infrastructure,measure-1,2,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,AutoNation Inc,27505625076,26.38,9,41.32,-28.69,ratio-a,metric-c,infrastructure,measure-3,1,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Skyworks Solutions,5.32E+11,25.62,177,21.42,17.53,ratio-a,metric-c,infrastructure,measure-1,3,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Acuity Brands Inc,5.95E+12,-56.03,1984,28.59,84.98,ratio-a,metric-e,infrastructure,measure-5,2,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,
5.94,global,Goodyear Tire & Rubber,7033757094,6.48,2,7.89,2.6,ratio-b,metric-e,infrastructure,measure-4,2,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Fortune Brands Home & Security,2.14E+11,-28.12,71,0.41,86.3,ratio-a,metric-e,infrastructure,measure-1,1,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,
-5.97,global,TransDigm Group,1729631093,-31.28,1,21.42,3.27,ratio-a,metric-e,infrastructure,measure-1,2,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Frontier Communications,56647098514,3.4,19,0.18,2.78,ratio-a,metric-e,infrastructure,measure-4,1,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Sealed Air,2.17E+11,26.38,72,41.32,-28.69,ratio-a,metric-e,infrastructure,measure-1,2,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Mattel Inc.,3.93E+12,25.62,1310,21.42,17.53,ratio-a,metric-e,infrastructure,measure-4,2,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Envision Healthcare,2.04E+12,-56.03,682,28.59,84.98,ratio-b,metric-e,infrastructure,measure-1,3,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,
5.94,global,Fluor Corp.,4.15E+12,6.48,1383,7.89,2.6,ratio-a,metric-e,infrastructure,measure-1,1,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,TripAdvisor,123445633,-28.12,0,0.41,86.3,ratio-c,metric-e,infrastructure,measure-1,5,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,
-5.97,global,Waters Corporation,1.00E+11,-31.28,33,21.42,3.27,ratio-a,metric-e,infrastructure,measure-3,1,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Pulte Homes Inc.,2.50E+11,3.4,83,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-2,5,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Verisign Inc.,1.85E+11,26.38,62,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-1,1,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Staples Inc.,1.16E+11,25.62,39,21.42,17.53,ratio-d,metric-e,instant-messaging,measure-5,5,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,ConAgra Foods Inc.,10540430077,-56.03,4,28.59,84.98,ratio-b,metric-e,instant-messaging,measure-1,1,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,
5.94,global,The Cooper Companies,12693889400,6.48,4,7.89,2.6,ratio-d,metric-e,instant-messaging,measure-1,4,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,The Clorox Company,3380718569,-28.12,1,0.41,86.3,ratio-d,metric-e,instant-messaging,measure-3,3,tcp/1863,57.14,59.27,41.99,48.41,48.41,
-5.97,global,Block H&R,2.50E+11,-31.28,83,21.42,3.27,ratio-d,metric-e,instant-messaging,measure-1,4,"tcp/5004, tcp/80",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,"Tegna, Inc.",22045972991,3.4,7,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-1,2,"tcp/5222, 80",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Dun & Bradstreet,2531988719,26.38,1,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-1,2,"tcp/5222, 80",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,T. Rowe Price Group,4.15E+12,25.62,4,21.42,17.53,ratio-c,,,measure-2,5,,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Hartford Financial Svc.Gp.,123445633,-56.03,6,28.59,84.98,ratio-c,,,measure-3,5,,99.08,99.08,99.5,99.5,91.09,
5.94,japan,Affiliated Managers Group Inc,6412,6.48,0,7.89,2.6,ratio-d,metric-c,voip-video,measure-3,1,"tcp/3784, udp/43784",-1.11,0.81,1.14,4.07,4.1,
-16.69,japan,F5 Networks,547905242,-28.12,0,0.41,86.3,ratio-d,metric-c,voip-video,measure-3,4,tcp/5001,57.14,59.27,41.99,48.41,48.41,
-5.97,japan,Western Union Co,544993033,-31.28,0,21.42,3.27,ratio-d,metric-c,voip-video,measure-3,2,tcp/5100,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Macy's Inc.,5.15E+13,3.4,80,0.18,2.78,ratio-e,metric-c,auth-service,measure-1,4,"tcp/389, 3268, 3269, 636, udp/389, 3268",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,BorgWarner,48098363514,26.38,16,41.32,-28.69,ratio-e,metric-c,auth-service,measure-5,1,tcp/49,-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Invesco Ltd.,28668,25.62,0,21.42,17.53,ratio-e,metric-c,auth-service,measure-1,1,tcp/49,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Hasbro Inc.,80880,-56.03,0,28.59,84.98,ratio-e,metric-c,auth-service,measure-1,1,tcp/2009,99.08,99.08,99.5,99.5,91.09,
5.94,global,XL Capital,4.16E+13,6.48,13866,7.89,2.6,ratio-b,metric-c,database,measure-1,2,tcp/3306,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Ulta Salon Cosmetics & Fragrance Inc,3.46E+12,-28.12,1153,0.41,86.3,ratio-e,metric-c,database,measure-2,2,tcp/5432,57.14,59.27,41.99,48.41,48.41,
-5.97,global,Dr Pepper Snapple Group,6.55E+12,-31.28,2184,21.42,3.27,ratio-e,metric-c,database,measure-1,1,"tcp/50000, 60000",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Harman Int'l Industries,123098,3.4,0,0.18,2.78,ratio-e,metric-c,general-business,measure-1,1,tcp/20016,-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Cincinnati Financial,227456947,26.38,0,41.32,-28.69,ratio-c,metric-c,general-business,measure-1,1,tcp/1829,-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Tiffany & Co.,36692,25.62,0,21.42,17.53,ratio-e,metric-c,general-business,measure-1,1,"tcp/9703, tcp/9704",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Masco Corp.,148707930,-56.03,0,28.59,84.98,ratio-e,metric-c,general-business,measure-2,1,tcp/2638,99.08,99.08,99.5,99.5,91.09,
5.94,global,Leucadia National Corp.,2.13E+13,6.48,7112,7.89,2.6,ratio-a,metric-c,infrastructure,measure-3,4,"tcp/161, udp/161",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Kansas City Southern,5.77E+12,-28.12,2922,0.41,86.3,ratio-b,metric-c,infrastructure,measure-4,3,tcp/139,57.14,59.27,41.99,48.41,48.41,
-5.97,global,Viacom Inc.,1.15E+12,-31.28,384,21.42,3.27,ratio-a,metric-c,infrastructure,measure-4,2,"tcp/67, tcp/68, udp/67, udp/68",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,NiSource Inc.,6.29E+12,3.4,2097,0.18,2.78,ratio-a,metric-c,infrastructure,measure-1,4,"tcp/161, udp/161",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,JM Smucker,27505625076,26.38,9,41.32,-28.69,ratio-b,metric-c,infrastructure,measure-3,1,"tcp/1900, udp/1900",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Dollar Tree,5.32E+11,25.62,177,21.42,17.53,ratio-a,metric-c,infrastructure,measure-5,3,"tcp/162, udp/162",104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Digital Realty Trust,5.95E+12,-56.03,1984,28.59,84.98,ratio-a,metric-e,infrastructure,measure-1,2,"tcp/161, udp/161",99.08,99.08,99.5,99.5,91.09,
5.94,global,Microchip Technology,7033757094,6.48,2,7.89,2.6,ratio-a,metric-e,infrastructure,measure-4,2,"tcp/5355, udp/5355",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Nordstrom,2.14E+11,-28.12,71,0.41,86.3,ratio-a,metric-e,infrastructure,measure-1,1,"tcp/161, udp/161",57.14,59.27,41.99,48.41,48.41,
-5.97,global,Entergy Corp.,1729631093,-31.28,1,21.42,3.27,ratio-b,metric-e,infrastructure,measure-1,2,tcp/42,0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,Apartment Investment & Mgmt,56647098514,3.4,19,0.18,2.78,ratio-a,metric-e,infrastructure,measure-4,1,"tcp/3386, udp/2123, 2152, 3386",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Linear Technology Corp.,2.17E+11,26.38,72,41.32,-28.69,ratio-a,metric-e,infrastructure,measure-1,2,"tcp/161, udp/161",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,NASDAQ OMX Group,3.93E+12,25.62,1310,21.42,17.53,ratio-c,metric-e,infrastructure,measure-4,2,tcp/7800,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,People's United Financial,1.54E+12,-56.03,682,28.59,84.98,ratio-a,metric-e,infrastructure,measure-2,5,"tcp/6050, 445, 139, 111, udp/6050",99.08,99.08,99.5,99.5,91.09,
5.94,global,Mead Johnson,4.15E+12,6.48,1383,7.89,2.6,ratio-a,metric-e,infrastructure,measure-5,1,"tcp/5001, udp/5001",-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Loews Corp.,123445633,-28.12,0,0.41,86.3,ratio-a,metric-e,infrastructure,measure-1,5,"tcp/443, udp/53",57.14,59.27,41.99,48.41,48.41,
-5.97,global,D. R. Horton,1.00E+11,-31.28,33,21.42,3.27,ratio-a,metric-e,infrastructure,measure-1,1,"tcp/3034, tcp/3035",0.41,-30.75,-31.63,-18.72,-18.97,
3.27,global,PVH Corp.,2.50E+11,3.4,83,0.18,2.78,ratio-d,metric-e,instant-messaging,measure-3,4,"tcp/5222, 5269",-1.72,-13.39,-13.54,-14.09,-14.19,
-12.58,global,Kohl's Corp.,1.85E+11,26.38,62,41.32,-28.69,ratio-d,metric-e,instant-messaging,measure-1,1,"tcp/443, tcp/5222, 5223",-67.4,-2431.38,-2440.69,99.5,-1788.23,
21.75,global,Principal Financial Group,1.16E+11,25.62,39,21.42,17.53,ratio-b,metric-e,instant-messaging,measure-1,5,tcp/6665-6669,104.2,0.41,-14.87,-57.99,-57.62,
56.03,global,Leggett & Platt,10540430077,-56.03,4,28.59,84.98,ratio-d,metric-e,instant-messaging,measure-1,1,"tcp/2041, 2042",99.08,99.08,99.5,99.5,91.09,
5.94,global,Expedia Inc.,12693889400,6.48,4,7.89,2.6,ratio-d,metric-e,instant-messaging,measure-1,4,tcp/5190-5199,-1.11,0.81,1.14,4.07,4.1,
-16.69,global,Cerner,3380718569,-28.12,1,0.41,86.3,ratio-d,metric-e,instant-messaging,measure-3,3,tcp/1863,57.14,59.27,41.99,48.41,48.41,
